Wall time,Step,Value
1735828837.76831,120,0.48828125
1735828853.2747252,380,0.4984374940395355
1735828860.1067488,500,0.7542968988418579
1735828879.112602,820,0.948437511920929
1735828881.50738,860,0.959765613079071
1735828883.782422,900,0.953125
1735828884.921619,920,0.946093738079071
1735828887.20809,960,0.966015636920929
1735828894.030494,1080,0.9652343988418579
1735828897.4146261,1140,0.949999988079071
1735828907.755357,1320,0.979296863079071
1735828914.648692,1440,0.971875011920929
1735828916.9775832,1480,0.9664062261581421
1735828918.1308181,1500,0.9683593511581421
1735828923.969831,1600,0.9742187261581421
1735828933.084664,1760,0.973828136920929
1735828941.006454,1900,0.9789062738418579
1735828949.965704,2060,0.965624988079071
1735828953.337955,2120,0.983203113079071
1735828954.453027,2140,0.977734386920929
1735828962.3163059,2280,0.973828136920929
1735828968.033243,2380,0.9828125238418579
1735828977.076465,2540,0.9703124761581421
1735828991.882221,2800,0.984375
1735829004.607657,3020,0.96875
1735829010.4206898,3120,0.9781249761581421
1735829013.774366,3180,0.9828125238418579
1735829023.867384,3360,0.9820312261581421
1735829024.991152,3380,0.973437488079071
1735829036.2646568,3580,0.985546886920929
1735829041.889738,3680,0.9878906011581421
1735829044.148845,3720,0.9828125238418579
1735829045.271314,3740,0.987500011920929
1735829049.775258,3820,0.9898437261581421
1735829058.882793,3980,0.989453136920929
1735829068.0332549,4140,0.9898437261581421
1735829069.1876,4160,0.991015613079071
1735829074.959832,4260,0.9847656488418579
1735829087.68482,4480,0.9820312261581421
1735829094.581232,4600,0.9839843511581421
1735829100.188555,4700,0.989453136920929
1735829103.5691462,4760,0.9898437261581421
1735829117.214283,5000,0.9937499761581421
1735829124.0585961,5120,0.9937499761581421
1735829129.752275,5220,0.986328125
1735829133.1853461,5280,0.9925781488418579
1735829137.7609138,5360,0.992968738079071
1735829142.3534248,5440,0.9789062738418579
1735829144.645659,5480,0.9886718988418579
1735829166.579659,5860,0.9917968511581421
1735829172.4112482,5960,0.9945312738418579
1735829173.587212,5980,0.9906250238418579
1735829179.230557,6080,0.975390613079071
1735829184.8128881,6180,0.965624988079071
1735829187.0424142,6220,0.9828125238418579
1735829195.976171,6380,0.984375
1735829197.10467,6400,0.986328125
1735829205.012696,6540,0.992968738079071
1735829206.149608,6560,0.9921875
1735829209.5504692,6620,0.987109363079071
1735829219.805053,6800,0.9937499761581421
1735829228.935148,6960,0.9691406488418579
1735829247.479039,7280,0.994921863079071
1735829252.293052,7360,0.9964843988418579
1735829259.261239,7480,0.994140625
1735829263.71107,7560,0.991406261920929
1735829265.977437,7600,0.997265636920929
1735829489.9621272,7880,0.911328136920929
1735829508.825811,8200,0.969531238079071
1735829523.8494132,8460,0.960156261920929
1735829525.012177,8480,0.9710937738418579
1735829527.346106,8520,0.969921886920929
1735829534.375199,8640,0.964062511920929
1735829544.94243,8820,0.969921886920929
1735829547.293469,8860,0.96875
1735829548.4618108,8880,0.97265625
1735829552.0084522,8940,0.97265625
1735829559.100563,9060,0.9742187261581421
1735829569.731599,9240,0.9691406488418579
1735829573.294504,9300,0.9671875238418579
1735829574.474165,9320,0.9742187261581421
1735829586.281877,9520,0.9730468988418579
1735829603.724289,9820,0.967968761920929
1735829606.0548139,9860,0.971484363079071
1735829608.388591,9900,0.981640636920929
1735829624.796281,10180,0.973437488079071
1735829630.680789,10280,0.981249988079071
1735829633.015742,10320,0.979296863079071
1735829636.55971,10380,0.9828125238418579
1735829646.040116,10540,0.983593761920929
1735829653.186474,10660,0.9742187261581421
1735829655.566933,10700,0.977343738079071
1735829659.1208441,10760,0.982421875
1735829666.085672,10880,0.978515625
